Source,Target,Type,FileType,Line
scripts/ecrr-webhook-config.ps1,scripts/ecrr-webhook-config.ps1,script-exec,powershell,301
scripts/ecrr-webhook-config.ps1,scripts/ecrr-webhook-config.ps1,script-exec,powershell,310
scripts/ecrr-webhook-config.ps1,scripts/ecrr-webhook-config.ps1,script-exec,powershell,392
scripts/ecrr-weekly-monitor.ps1,scripts/ecrr-compliance-monitor.ps1,script-exec,powershell,56
scripts/ecrr/collect-evidence.ps1,scripts/ecrr/collect-evidence.ps1,script-exec,powershell,70
scripts/enable-full-automation.ps1,.\canary-test.ps1,script-exec,powershell,37
scripts/enforce-4-section-structure.ps1,$PSScriptRoot/enforce-four-section-structure.ps1,script-exec,powershell,2
scripts/enhanced-analytics-monitor.ps1,scripts/enhanced-analytics-monitor.ps1,script-exec,powershell,3
scripts/enhanced-analytics-monitor.ps1,scripts/optimize-end-to-end-pipeline.ps1,script-exec,powershell,433
scripts/final-deployment-checklist.ps1,scripts/manage-gpu-sidecars.ps1,script-exec,powershell,74
scripts/final-deployment-checklist.ps1,scripts/test-gpu-sidecars.ps1,script-exec,powershell,176
scripts/final-deployment-checklist.ps1,scripts/validate-production-gpu.ps1,script-exec,powershell,185
scripts/final-deployment-checklist.ps1,verify-integration.ps1,script-exec,powershell,194
scripts/final-deployment-checklist.ps1,scripts/test-gpu-sidecars.ps1,script-exec,powershell,220
scripts/final-deployment-checklist.ps1,scripts/validate-production-gpu.ps1,script-exec,powershell,221
scripts/final-deployment-checklist.ps1,scripts/manage-gpu-sidecars.ps1,script-exec,powershell,222
scripts/final-deployment-checklist.ps1,scripts/gpu-watchdog.ps1,script-exec,powershell,223
scripts/fix-and-start.ps1,scripts/fixed-verification.ps1,script-exec,powershell,74
scripts/generate-weekly-report.ps1,scripts/generate-weekly-report.ps1,script-exec,powershell,2
scripts/gpu-automated-monitoring.ps1,`$scriptDir\gpu-workflow-orchestrator.ps1,script-exec,powershell,53
scripts/gpu-automated-monitoring.ps1,`$scriptDir\gpu-workflow-orchestrator.ps1,script-exec,powershell,66
scripts/gpu-automated-monitoring.ps1,`$scriptDir\gpu-workflow-orchestrator.ps1,script-exec,powershell,79
scripts/gpu-automated-monitoring.ps1,`$scriptDir\gpu-workflow-orchestrator.ps1,script-exec,powershell,92
scripts/gpu-automated-monitoring.ps1,scripts/import-dashboard.ps1,script-exec,powershell,404
scripts/gpu-automation-quickstart.ps1,scripts/gpu-integration-automation.ps1,script-exec,powershell,23
scripts/gpu-automation-quickstart.ps1,scripts/gpu-workflow-orchestrator.ps1,script-exec,powershell,32
scripts/gpu-automation-quickstart.ps1,scripts/gpu-workflow-orchestrator.ps1,script-exec,powershell,36
scripts/gpu-automation-quickstart.ps1,scripts/gpu-workflow-orchestrator.ps1,script-exec,powershell,40
scripts/gpu-automation-quickstart.ps1,scripts/gpu-integration-automation.ps1,script-exec,powershell,53
scripts/gpu-automation-quickstart.ps1,scripts/gpu-integration-automation.ps1,script-exec,powershell,57
scripts/gpu-automation-quickstart.ps1,scripts/gpu-automated-monitoring.ps1,script-exec,powershell,61
scripts/gpu-automation-quickstart.ps1,scripts/gpu-integration-automation.ps1,script-exec,powershell,65
scripts/gpu-automation-quickstart.ps1,scripts/gpu-integration-automation.ps1,script-exec,powershell,69
scripts/gpu-automation-quickstart.ps1,scripts/gpu-integration-automation.ps1,script-exec,powershell,73
scripts/gpu-integration-automation.ps1,scripts/enhanced-monitoring-with-gpu.ps1,script-exec,powershell,359
scripts/gpu-integration-automation.ps1,scripts/import-dashboard.ps1,script-exec,powershell,452
scripts/health-check-observability-corrected.ps1,scripts/health-check-observability-corrected.ps1,script-exec,powershell,2
scripts/health-check-observability-fixed.ps1,scripts/health-check-observability-fixed.ps1,script-exec,powershell,2
scripts/health-check-observability.ps1,scripts/health-check-observability.ps1,script-exec,powershell,2
scripts/import-dashboard.ps1,scripts/setup-signoz-authentication.ps1,script-exec,powershell,114
scripts/import-hurst-drift-alert.ps1,scripts/canary-pattern-drills.ps1,script-exec,powershell,218
scripts/import-hurst-drift-alert.ps1,scripts/verify-hurst-drift-alert.ps1,script-exec,powershell,219
scripts/import-signoz-dashboard.ps1,scripts/visualize-ecrr-trends.ps1,script-exec,powershell,19
scripts/import-signoz-dashboards.ps1,scripts/import-signoz-dashboards.ps1,script-exec,powershell,2
scripts/import-windows-canary-alert.ps1,scripts/generate-windows-canary.ps1,script-exec,powershell,101
scripts/import-windows-canary-alert.ps1,scripts/generate-windows-canary.ps1,script-exec,powershell,121
scripts/import-windows-canary-alert.ps1,scripts/verify-windows-canary-alert.ps1,script-exec,powershell,163
scripts/install-ollama-manual.ps1,scripts\install-ollama-manual.ps1,script-exec,powershell,54
scripts/install-ollama-winget.ps1,scripts\install-ollama-manual.ps1,script-exec,powershell,14
scripts/install-ollama-winget.ps1,scripts\install-ollama-manual.ps1,script-exec,powershell,26
scripts/integrate-boot-health.ps1,scripts/boot-health-check.ps1,script-exec,powershell,129
scripts/integrate-latency-testing.ps1,scripts/integrate-latency-testing.ps1,script-exec,powershell,346
scripts/integrate-latency-testing.ps1,scripts/integrate-latency-testing.ps1,script-exec,powershell,347
scripts/integrate-latency-testing.ps1,scripts/integrate-latency-testing.ps1,script-exec,powershell,348
scripts/integrate-latency-testing.ps1,scripts/integrate-latency-testing.ps1,script-exec,powershell,349
scripts/integrate-latency-testing.ps1,scripts/integrate-latency-testing.ps1,script-exec,powershell,350
scripts/integrated-ssot-scaling.ps1,scripts/predictive-ssot-automation.ps1,script-exec,powershell,21
scripts/integrated-ssot-scaling.ps1,scripts/ssot-load-balancing.ps1,script-exec,powershell,28
scripts/integrated-ssot-scaling.ps1,scripts/ssot-auto-scaling.ps1,script-exec,powershell,35
scripts/integrated-ssot-scaling.ps1,scripts/intelligent-ssot-alerting.ps1,script-exec,powershell,42
scripts/integration-test-enterprise-views.ps1,scripts\integration-test-enterprise-views.ps1,script-exec,powershell,11
scripts/integration-test-enterprise-views.ps1,scripts\cursor-startup-signoz-enterprise-views.ps1,script-exec,powershell,45
scripts/integration-test-enterprise-views.ps1,scripts\verify-enterprise-views.ps1,script-exec,powershell,52
scripts/integration-test-enterprise-views.ps1,scripts\cursor-startup-signoz-enterprise-views.ps1,script-exec,powershell,59
scripts/integration-test-enterprise-views.ps1,scripts\verify-enterprise-views.ps1,script-exec,powershell,66
scripts/integration-test-enterprise-views.ps1,scripts\quick-monitor.ps1,script-exec,powershell,85
scripts/iona-trace-canary.ps1,scripts/iona-trace-canary.ps1,script-exec,powershell,6
scripts/manage-daily-pattern-drills-enhanced.ps1,scripts/canary-pattern-drills.ps1,script-exec,powershell,60
scripts/manage-daily-pattern-drills-enhanced.ps1,scripts/canary-pattern-drills.ps1,script-exec,powershell,64
scripts/manage-daily-pattern-drills-enhanced.ps1,scripts/enhanced-statistical-validation.ps1,script-exec,powershell,67
scripts/manage-daily-pattern-drills-enhanced.ps1,scripts/enhanced-statistical-validation.ps1,script-exec,powershell,71
scripts/manage-daily-pattern-drills.ps1,scripts\canary-pattern-drills.ps1,script-exec,powershell,48
scripts/manage-latency-baselines.ps1,scripts/extract-latency-measurements.ps1,script-exec,powershell,95
scripts/manual-dashboard-import.ps1,scripts/verify-dashboard-import.ps1,script-exec,powershell,280
scripts/memx/hardware-report.ps1,scripts/memx/hardware-report.ps1,script-exec,powershell,17
scripts/memx/run-hardware-audit.ps1,scripts/memx/hardware-report.ps1,script-exec,powershell,16
scripts/memx/schedule-hardware-audit.ps1,`$PSScriptRoot\run-hardware-audit.ps1,script-exec,powershell,15
scripts/monitor-fractal-drift.ps1,scripts/canary-pattern-drills.ps1,script-exec,powershell,50
scripts/monitor-fractal-drift.ps1,scripts/verify-hurst-drift-alert.ps1,script-exec,powershell,51
scripts/monitor-queue-steward-automation.ps1,scripts/verify-queue-steward-task.ps1,script-exec,powershell,58
scripts/monitor-sleek.ps1,scripts/monitor-sleek.ps1,script-exec,powershell,3
scripts/nightly-tetragrammaton-ci.ps1,scripts/tetragrammaton-benchmark-automation.ps1,script-exec,powershell,98
scripts/nightly-tetragrammaton-ci.ps1,scripts/tetragrammaton-benchmark-automation.ps1,script-exec,powershell,108
scripts/nightly-tetragrammaton-ci.ps1,scripts/tetragrammaton-benchmark-automation.ps1,script-exec,powershell,138
scripts/nightly-tetragrammaton-ci.ps1,scripts/tetragrammaton-quadrant-matrix.ps1,script-exec,powershell,169
scripts/nightly-tetragrammaton-ci.ps1,scripts/nightly-dashboard-export.ps1,script-exec,powershell,201
scripts/nightly-tetragrammaton-ci.ps1,scripts/tetragrammaton-benchmark-automation.ps1,script-exec,powershell,400
scripts/optimize-end-to-end-pipeline.ps1,scripts/optimize-end-to-end-pipeline.ps1,script-exec,powershell,3
scripts/optimize-end-to-end-pipeline.ps1,scripts/monitor-analytics-ingestion.ps1,script-exec,powershell,392
scripts/preflight.ps1,scripts\preflight.ps1,script-exec,powershell,33
scripts/preflight.ps1,scripts\verify-pipeline.ps1,script-exec,powershell,172
scripts/preflight.ps1,scripts\verify-and-flip.ps1,script-exec,powershell,173
scripts/process-ecrr-and-boss.ps1,scripts/process-all-ecrr-reports.ps1,script-exec,powershell,19
scripts/process-ecrr-and-boss.ps1,scripts/process-all-boss-reports.ps1,script-exec,powershell,22
scripts/process-ecrr-and-boss.ps1,scripts/memx/run-hardware-audit.ps1,script-exec,powershell,28
scripts/production-monitoring.ps1,scripts/validate-production-gpu.ps1,script-exec,powershell,33
scripts/prune-evidence.ps1,scripts\prune-evidence.ps1,script-exec,powershell,19
scripts/prune-evidence.ps1,scripts\prune-evidence.ps1,script-exec,powershell,22
scripts/publish-e2-results.ps1,scripts/import-dashboard.ps1,script-exec,powershell,179
scripts/publish-ecrr-dashboard.ps1,scripts/visualize-ecrr-trends.ps1,script-exec,powershell,287
scripts/publish-ecrr-dashboard.ps1,scripts/publish-ecrr-dashboard.ps1,script-exec,powershell,290
scripts/quick-monitor.ps1,scripts\monitor-optimized-pipeline.ps1,script-exec,powershell,175
scripts/robust-production-monitor.ps1,scripts/notify-alert.ps1,script-exec,powershell,74
scripts/robust-production-monitor.ps1,scripts/notify-alert.ps1,script-exec,powershell,85
scripts/robust-production-monitor.ps1,scripts/notify-alert.ps1,script-exec,powershell,109
scripts/robust-production-monitor.ps1,scripts/notify-alert.ps1,script-exec,powershell,129
scripts/run-latency-test-example.ps1,scripts/check-latency-readiness.ps1,script-exec,powershell,41
scripts/run-latency-test-example.ps1,scripts/run-otel-doe-enhanced.ps1,script-exec,powershell,106
scripts/run-latency-test-example.ps1,scripts/extract-latency-measurements.ps1,script-exec,powershell,130
scripts/run-latency-test-example.ps1,scripts/monitor-latency-regressions.ps1,script-exec,powershell,145
scripts/run-latency-test-example.ps1,scripts/run-otel-doe-enhanced.ps1,script-exec,powershell,200
scripts/run-latency-test-example.ps1,scripts/run-otel-doe-enhanced.ps1,script-exec,powershell,203
scripts/run-latency-test-example.ps1,scripts/monitor-latency-regressions.ps1,script-exec,powershell,206
scripts/run-latency-test-example.ps1,scripts/manage-latency-baselines.ps1,script-exec,powershell,209
scripts/run-otel-doe-enhanced.ps1,scripts/generate-synthetic-load.ps1,script-exec,powershell,64
scripts/run-otel-doe-enhanced.ps1,scripts/check-latency-readiness.ps1,script-exec,powershell,101
scripts/run-otel-doe-enhanced.ps1,scripts/extract-latency-measurements.ps1,script-exec,powershell,291
scripts/run-otel-doe.ps1,scripts/generate-synthetic-load.ps1,script-exec,powershell,45
scripts/scale-ssot-automation.ps1,scripts/enhanced-ssot-health.ps1,script-exec,powershell,436
scripts/scale-ssot-automation.ps1,scripts/advanced-ssot-automation.ps1,script-exec,powershell,437
scripts/schedule-canary-ecrr.ps1,scripts/schedule-canary-ecrr.ps1,script-exec,powershell,5
scripts/schedule-cleanup-artifacts.ps1,scripts/schedule-cleanup-artifacts.ps1,script-exec,powershell,26
scripts/schedule-cleanup-artifacts.ps1,scripts/schedule-cleanup-artifacts.ps1,script-exec,powershell,29
scripts/schedule-ecrr-orchestrator.ps1,scripts/ecrr-process-and-publish.ps1,script-exec,powershell,58
scripts/send-otlp-log.ps1,scripts/send-otlp-log.ps1,script-exec,powershell,5
scripts/set-gate-status.ps1,scripts\verify-pipeline.ps1,script-exec,powershell,41
scripts/setup-bedrock-prerequisites.ps1,scripts\test-bedrock-connection.ps1,script-exec,powershell,177
scripts/setup-bedrock-prerequisites.ps1,scripts\setup-bedrock-prerequisites.ps1,script-exec,powershell,183
scripts/setup-complete-authentication.ps1,scripts/setup-complete-authentication.ps1,script-exec,powershell,228
scripts/setup-complete-authentication.ps1,scripts/test-signoz-auth.ps1,script-exec,powershell,231
scripts/setup-complete-authentication.ps1,scripts/test-webhook.ps1,script-exec,powershell,234
scripts/setup-complete-pipeline.ps1,scripts/setup-signoz-authentication.ps1,script-exec,powershell,87
scripts/setup-complete-pipeline.ps1,scripts/import-dashboard.ps1,script-exec,powershell,113
scripts/setup-complete-pipeline.ps1,scripts/setup-webhooks.ps1,script-exec,powershell,139
scripts/setup-complete-pipeline.ps1,scripts/test-e2e-pipeline.ps1,script-exec,powershell,165
scripts/setup-complete-pipeline.ps1,scripts/setup-signoz-authentication.ps1,script-exec,powershell,255
scripts/setup-complete-pipeline.ps1,scripts/import-dashboard.ps1,script-exec,powershell,258
scripts/setup-complete-pipeline.ps1,scripts/setup-webhooks.ps1,script-exec,powershell,261
scripts/setup-complete-pipeline.ps1,scripts/test-e2e-pipeline.ps1,script-exec,powershell,264
scripts/setup-compliance-scheduler.ps1,scripts/setup-compliance-scheduler.ps1,script-exec,powershell,288
scripts/setup-daily-pattern-drills.ps1,scripts\manage-daily-pattern-drills.ps1,script-exec,powershell,191
scripts/setup-daily-pattern-drills.ps1,scripts\manage-daily-pattern-drills.ps1,script-exec,powershell,192
scripts/setup-daily-pattern-drills.ps1,scripts\manage-daily-pattern-drills.ps1,script-exec,powershell,193
scripts/setup-daily-pattern-drills.ps1,scripts\verify-daily-pattern-drills.ps1,script-exec,powershell,194
scripts/setup-ecrr-alerts.ps1,scripts/monitor-ecrr-alerts.ps1,script-exec,powershell,144
scripts/setup-ecrr-alerts.ps1,scripts/monitor-ecrr-alerts.ps1,script-exec,powershell,150
scripts/setup-ecrr-alerts.ps1,scripts/monitor-ecrr-alerts.ps1,script-exec,powershell,153
scripts/setup-ecrr-automated-monitoring.ps1,scripts/ecrr-ci-integration.ps1,script-exec,powershell,154
scripts/setup-ecrr-automated-monitoring.ps1,scripts/ecrr-compliance-monitor.ps1,script-exec,powershell,294
scripts/setup-ecrr-automated-monitoring.ps1,scripts/ecrr-ci-integration.ps1,script-exec,powershell,295
scripts/setup-ecrr-automated-monitoring.ps1,scripts/ecrr-pre-commit-hook.ps1,script-exec,powershell,296
scripts/setup-ecrr-cicd-integration.ps1,scripts/lint-ecrr-compliance.ps1,script-exec,powershell,64
scripts/setup-ecrr-cicd-integration.ps1,scripts/monitor-ecrr-compliance-trends.ps1,script-exec,powershell,69
scripts/setup-ecrr-cicd-integration.ps1,scripts/generate-compliance-dashboard.ps1,script-exec,powershell,74
scripts/setup-ecrr-cicd-integration.ps1,scripts/monitor-ecrr-compliance-trends.ps1,script-exec,powershell,166
scripts/setup-ecrr-cicd-integration.ps1,scripts/generate-compliance-dashboard.ps1,script-exec,powershell,170
scripts/setup-ecrr-cicd-integration.ps1,scripts/post-workshop-validation.ps1,script-exec,powershell,302
scripts/setup-ecrr-cicd-integration.ps1,scripts/validate-ecrr-compliance.ps1,script-exec,powershell,348
scripts/setup-ecrr-cicd-integration.ps1,scripts/monitor-ecrr-compliance-trends.ps1,script-exec,powershell,351
scripts/setup-ecrr-cicd-integration.ps1,scripts/generate-compliance-dashboard.ps1,script-exec,powershell,354
scripts/setup-ecrr-scheduled-monitoring.ps1,`$scriptDir\continuous-ecrr-compliance-monitor.ps1,script-exec,powershell,50
scripts/setup-ecrr-scheduled-monitoring.ps1,`$scriptDir\ecrr-ci-integration.ps1,script-exec,powershell,63
scripts/setup-ecrr-scheduled-monitoring.ps1,`$scriptDir\ecrr-archive-manager.ps1,script-exec,powershell,76
scripts/setup-ecrr-scheduled-monitoring.ps1,scripts\setup-ecrr-scheduled-monitoring.ps1,script-exec,powershell,95
scripts/setup-forensic-verification.ps1,scripts\setup-forensic-verification.ps1,script-exec,powershell,20
scripts/setup-forensic-verification.ps1,scripts\setup-forensic-verification.ps1,script-exec,powershell,23
scripts/setup-forensic-verification.ps1,scripts\verify-pipeline.ps1,script-exec,powershell,141
scripts/setup-forensic-verification.ps1,scripts\verify-and-flip.ps1,script-exec,powershell,142
scripts/setup-forensic-verification.ps1,scripts\setup-forensic-verification.ps1,script-exec,powershell,157
scripts/setup-gpu-monitoring.ps1,scripts/validate-production-gpu.ps1,script-exec,powershell,422
scripts/setup-gpu-monitoring.ps1,scripts/gpu-watchdog.ps1,script-exec,powershell,423
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,powershell,261
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,powershell,262
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,powershell,263
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,powershell,264
scripts/setup-ollama-models.ps1,scripts\install-ollama-winget.ps1,script-exec,powershell,12
scripts/setup-opsgenie-webhook.ps1,scripts/setup-opsgenie-webhook.ps1,script-exec,powershell,101
scripts/setup-parallel-agent-automation.ps1,scripts/setup-parallel-agent-automation.ps1,script-exec,powershell,24
scripts/setup-parallel-agent-automation.ps1,scripts/setup-parallel-agent-automation.ps1,script-exec,powershell,27
scripts/setup-scheduled-monitoring-admin.ps1,scripts\setup-scheduled-monitoring.ps1,script-exec,powershell,22
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\quick-monitor.ps1,script-exec,powershell,72
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\canary-ecrr.ps1,script-exec,powershell,85
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\monitor-optimized-pipeline.ps1,script-exec,powershell,98
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\generate-weekly-report.ps1,script-exec,powershell,111
scripts/setup-scheduled-monitoring-admin.ps1,scripts\setup-scheduled-monitoring-admin.ps1,script-exec,powershell,132
scripts/setup-signoz-alerts.ps1,scripts/setup-signoz-alerts.ps1,script-exec,powershell,181
scripts/setup-signoz-api-key.ps1,scripts\integration-test-enterprise-views.ps1,script-exec,powershell,60
scripts/setup-signoz-api-key.ps1,scripts\cursor-startup-signoz-enterprise-views.ps1,script-exec,powershell,63
scripts/setup-signoz-authentication.ps1,scripts/import-dashboard.ps1,script-exec,powershell,171
scripts/setup-signoz-authentication.ps1,scripts/setup-webhooks.ps1,script-exec,powershell,173
scripts/setup-signoz-authentication.ps1,scripts/test-e2e-pipeline.ps1,script-exec,powershell,175
scripts/setup-signoz-integration.ps1,scripts/export-ecrr-metrics-to-signoz.ps1,script-exec,powershell,192
scripts/setup-signoz-integration.ps1,scripts/export-ecrr-metrics-to-signoz.ps1,script-exec,powershell,198
scripts/setup-signoz-integration.ps1,scripts/export-ecrr-metrics-to-signoz.ps1,script-exec,powershell,201
scripts/setup-slack-webhook.ps1,scripts/setup-slack-webhook.ps1,script-exec,powershell,100
scripts/setup-ssot-monitoring.ps1,scripts/monitor-ssot-health.ps1,script-exec,powershell,26
scripts/setup-ssot-monitoring.ps1,scripts/monitor-ssot-health.ps1,script-exec,powershell,77
scripts/setup-ssot-monitoring.ps1,.artifacts/ssot-monitoring-loop.ps1,script-exec,powershell,97
scripts/setup-ssot-monitoring.ps1,scripts/automate-ssot-updates.ps1,script-exec,powershell,104
scripts/setup-ssot-monitoring.ps1,.artifacts/ssot-monitoring-loop.ps1,script-exec,powershell,251
scripts/setup-teams-webhook.ps1,scripts/setup-teams-webhook.ps1,script-exec,powershell,97
scripts/setup-webhook-notifications.ps1,scripts/test-webhook.ps1,script-exec,powershell,504
scripts/setup-webhook-notifications.ps1,scripts/integrate-webhook-alerts.ps1,script-exec,powershell,505
scripts/setup-webhook-notifications.ps1,scripts/send-alert-notification.ps1,script-exec,powershell,506
scripts/setup-webhooks.ps1,scripts/setup-signoz-authentication.ps1,script-exec,powershell,125
scripts/setup-webhooks.ps1,scripts/test-webhook.ps1,script-exec,powershell,164
scripts/simple-production-monitor.ps1,scripts/monitor-ssot-health.ps1,script-exec,powershell,29
scripts/t1-nightly-integration.ps1,scripts/t1-nightly-integration.ps1,script-exec,powershell,54
scripts/test-e2e-pipeline.ps1,scripts/setup-signoz-authentication.ps1,script-exec,powershell,232
scripts/test-e2e-pipeline.ps1,scripts/import-dashboard.ps1,script-exec,powershell,233
scripts/test-e2e-pipeline.ps1,scripts/setup-webhooks.ps1,script-exec,powershell,234
scripts/test-github-token.ps1,scripts/create-gpu-epic-issues.ps1,script-exec,powershell,204
scripts/test-queue-integration.ps1,scripts\observability\emit-queue-telemetry.ps1,script-exec,powershell,30
scripts/test-signoz-integration.ps1,scripts/monitor-ecrr-compliance-trends.ps1,script-exec,powershell,223
scripts/update-daily-automation-enhanced.ps1,`scripts\canary-pattern-drills.ps1,script-exec,powershell,40
scripts/update-daily-automation-enhanced.ps1,scripts/canary-pattern-drills.ps1,script-exec,powershell,128
scripts/update-daily-automation-enhanced.ps1,scripts/canary-pattern-drills.ps1,script-exec,powershell,132
scripts/update-daily-automation-enhanced.ps1,scripts/enhanced-statistical-validation.ps1,script-exec,powershell,134
scripts/update-daily-automation-enhanced.ps1,scripts/enhanced-statistical-validation.ps1,script-exec,powershell,138
scripts/update-daily-automation-enhanced.ps1,scripts\manage-daily-pattern-drills-enhanced.ps1,script-exec,powershell,236
scripts/update-daily-automation-enhanced.ps1,scripts\manage-daily-pattern-drills-enhanced.ps1,script-exec,powershell,237
scripts/update-daily-automation-enhanced.ps1,scripts\manage-daily-pattern-drills-enhanced.ps1,script-exec,powershell,238
scripts/update-daily-automation-enhanced.ps1,scripts\verify-daily-pattern-drills-enhanced.ps1,script-exec,powershell,239
scripts/update-docs-index.ps1,scripts/nights/dashboard-export.ps1,script-exec,powershell,270
scripts/update-docs-index.ps1,scripts/update-docs-index.ps1,script-exec,powershell,276
scripts/update-docs-index.ps1,scripts/update-docs-index.ps1,script-exec,powershell,323
scripts/update-production-alerts.ps1,scripts/configure-ecrr-alerts.ps1,script-exec,powershell,19
scripts/update-production-alerts.ps1,scripts/monitor-ecrr-alerts.ps1,script-exec,powershell,55
scripts/verify-all-components.ps1,scripts/end-to-end-test.ps1,script-exec,powershell,257
scripts/verify-and-flip.ps1,scripts\verify-and-flip.ps1,script-exec,powershell,20
scripts/verify-and-flip.ps1,scripts\verify-and-flip.ps1,script-exec,powershell,24
scripts/verify-automation.ps1,scripts/validate-all.ps1,script-exec,powershell,180
scripts/verify-canary-monitoring-fix.ps1,scripts/adaptive-canary-monitor-enhanced.ps1,script-exec,powershell,143
scripts/verify-comfort-cat-setup.ps1,scripts\verify-comfort-cat-setup.ps1,script-exec,powershell,13
scripts/verify-e2-dashboard.ps1,scripts/publish-e2-results.ps1,script-exec,powershell,96
scripts/verify-e2-dashboard.ps1,scripts/import-dashboard.ps1,script-exec,powershell,97
scripts/verify-enterprise-views.ps1,scripts\verify-enterprise-views.ps1,script-exec,powershell,20
scripts/verify-gpu-codex.ps1,scripts\install-ollama-gpu.ps1,script-exec,powershell,150
scripts/verify-gpu-codex.ps1,scripts\install-ollama-gpu.ps1,script-exec,powershell,321
scripts/verify-pipeline.ps1,$PSScriptRoot\quick-monitor.ps1,script-exec,powershell,164
scripts/verify-pipeline.ps1,scripts\set-gate-status.ps1,script-exec,powershell,403
scripts/verify-pipeline.ps1,$PSScriptRoot\prune-evidence.ps1,script-exec,powershell,421
scripts/verify-queue-steward-task.ps1,scripts/setup-queue-steward-scheduled-task.ps1,script-exec,powershell,51
scripts/verify-scheduled-tasks.ps1,scripts\setup-scheduled-monitoring-admin.ps1,script-exec,powershell,32
scripts/verify-scheduled-tasks.ps1,scripts\setup-scheduled-monitoring-admin.ps1,script-exec,powershell,91
scripts/verify-signoz-completion.ps1,.\canary-test.ps1,script-exec,powershell,70
scripts/verify-windows-canary-alert.ps1,scripts/generate-windows-canary.ps1,script-exec,powershell,7
setup_cursor_implementer.ps1,scripts\quick-monitor.ps1,script-exec,powershell,456
scripts/ecrr-compliance-monitoring.ps1,$PSScriptRoot/validate-ecrr-compliance.ps1,dot-source,powershell,52
scripts/ps/error-capture.ps1,scripts/ps/error-capture.ps1,import-module,powershell,168
rolling_run.py,__future__,from-import,python,8
scripts/agent/tools/create_demo_model.py,onnx,from-import,python,8
scripts/mock_signoz_api.py,http.server,from-import,python,7
scripts/mock_signoz_api.py,urllib.parse,from-import,python,8
scripts/send_synthetic_otel_simple.py,opentelemetry,from-import,python,14
scripts/send_synthetic_otel_simple.py,opentelemetry.exporter.otlp.proto.grpc.trace_exporter,from-import,python,15
scripts/send_synthetic_otel_simple.py,opentelemetry.exporter.otlp.proto.http.trace_exporter,from-import,python,16
scripts/send_synthetic_otel_simple.py,opentelemetry.sdk.trace,from-import,python,17
scripts/send_synthetic_otel_simple.py,opentelemetry.sdk.trace.export,from-import,python,18
scripts/send_synthetic_otel_simple.py,opentelemetry.sdk.resources,from-import,python,19
scripts/send_synthetic_otel_simple.py,opentelemetry.semconv.resource,from-import,python,20
scripts/send_synthetic_otel_simple.py,opentelemetry.semconv.trace,from-import,python,21
scripts/t1-production-deploy.py,rolling_run,from-import,python,17
scripts/test-otlp-smoke.py,unittest.mock,from-import,python,16
sidecars/aggregation/aggregation_sidecar.py,dataclasses,from-import,python,14
sidecars/aggregation/aggregation_sidecar.py,fastapi,from-import,python,25
sidecars/aggregation/aggregation_sidecar.py,pydantic,from-import,python,26
sidecars/compression/compression_sidecar.py,dataclasses,from-import,python,15
sidecars/compression/compression_sidecar.py,fastapi,from-import,python,21
sidecars/compression/compression_sidecar.py,pydantic,from-import,python,22
sidecars/inference/inference_sidecar.py,dataclasses,from-import,python,14
sidecars/inference/inference_sidecar.py,fastapi,from-import,python,19
sidecars/inference/inference_sidecar.py,pydantic,from-import,python,20
synthetic/send_canary_with_traceid.py,opentelemetry,from-import,python,27
synthetic/send_canary_with_traceid.py,opentelemetry.sdk.resources,from-import,python,28
synthetic/send_canary_with_traceid.py,opentelemetry.sdk.trace,from-import,python,29
synthetic/send_canary_with_traceid.py,opentelemetry.sdk.trace.export,from-import,python,30
synthetic/send_canary_with_traceid.py,opentelemetry.exporter.otlp.proto.http.trace_exporter,from-import,python,31
synthetic/send_iona_boot_span.py,opentelemetry,from-import,python,13
synthetic/send_iona_boot_span.py,opentelemetry.sdk.trace,from-import,python,14
synthetic/send_iona_boot_span.py,opentelemetry.sdk.trace.export,from-import,python,15
synthetic/send_iona_boot_span.py,opentelemetry.exporter.otlp.proto.http.trace_exporter,from-import,python,16
synthetic/send_iona_boot_span.py,opentelemetry.sdk.resources,from-import,python,17
synthetic/send_synthetic_otel.py,opentelemetry,from-import,python,2
synthetic/send_synthetic_otel.py,opentelemetry.sdk.resources,from-import,python,3
synthetic/send_synthetic_otel.py,opentelemetry.sdk.trace,from-import,python,4
synthetic/send_synthetic_otel.py,opentelemetry.sdk.trace.export,from-import,python,5
synthetic/send_synthetic_otel.py,opentelemetry.exporter.otlp.proto.grpc.trace_exporter,from-import,python,6
synthetic/send_synthetic_otel.py,opentelemetry.sdk._logs,from-import,python,7
synthetic/send_synthetic_otel.py,opentelemetry.exporter.otlp.proto.grpc._log_exporter,from-import,python,8
synthetic/send_synthetic_otel.py,opentelemetry.sdk._logs.export,from-import,python,9
